phone-service out-of-service
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 79
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 7
CPU-10061 0
CPU-10075 7
CPU-10078 7
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
signal 27
begin 76
total-power 1347
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 18
CPU-sys 4
CPU-usr 0
CPU-freq 1001.0
CPU-0 14
CPU-1000 29
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 72
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 7
CPU-10061 0
CPU-10075 0
CPU-10078 7
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 77
total-power 1351
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 22
CPU-sys 4
CPU-usr 1
CPU-freq 1001.0
CPU-0 36
CPU-1000 66
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 36
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 7
CPU-10061 0
CPU-10075 7
CPU-10078 22
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 78
total-power 1354
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 25
CPU-sys 4
CPU-usr 2
CPU-freq 1001.0
CPU-0 14
CPU-1000 66
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 73
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 7
CPU-10061 0
CPU-10075 7
CPU-10078 14
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
battery-change 0 99/100 4169250
begin 79
total-power 1347
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 18
CPU-sys 3
CPU-usr 1
CPU-freq 1001.0
CPU-0 21
CPU-1000 50
CPU-1001 14
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 58
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 7
CPU-10061 0
CPU-10075 7
CPU-10078 7
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 80
total-power 1354
meminfo 1007496 232712 38192 440564
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 25
CPU-sys 6
CPU-usr 0
CPU-freq 1001.0
CPU-0 14
CPU-1000 51
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 7
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 36
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 14
CPU-10061 0
CPU-10075 0
CPU-10078 7
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
signal 14
begin 81
total-power 1340
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 11
CPU-sys 3
CPU-usr 0
CPU-freq 1001.0
CPU-0 7
CPU-1000 29
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 44
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 7
CPU-10061 0
CPU-10075 7
CPU-10078 22
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 82
total-power 1368
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 39
CPU-sys 7
CPU-usr 3
CPU-freq 1001.0
CPU-0 35
CPU-1000 106
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 78
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 14
CPU-10061 0
CPU-10075 0
CPU-10078 14
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 83
total-power 1338
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 9
CPU-sys 2
CPU-usr 0
CPU-freq 1001.0
CPU-0 22
CPU-1000 44
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 36
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 7
CPU-10078 14
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 84
total-power 1333
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 4
CPU-sys 1
CPU-usr 0
CPU-freq 1001.0
CPU-0 29
CPU-1000 22
CPU-1001 14
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 51
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 7
CPU-10061 0
CPU-10075 7
CPU-10078 7
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 85
total-power 1340
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 11
CPU-sys 2
CPU-usr 1
CPU-freq 1001.0
CPU-0 14
CPU-1000 44
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 7
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 44
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 7
CPU-10061 0
CPU-10075 0
CPU-10078 14
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
signal 14
begin 86
total-power 1363
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 34
CPU-sys 8
CPU-usr 0
CPU-freq 1001.0
CPU-0 29
CPU-1000 65
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 29
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 80
CPU-10078 14
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 87
total-power 1762
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 433
CPU-sys 100
CPU-usr 0
CPU-freq 1001.0
CPU-0 1132
CPU-1000 1132
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 1132
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 1132
CPU-10061 0
CPU-10075 1132
CPU-10078 1132
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 88
total-power 1354
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 25
CPU-sys 5
CPU-usr 1
CPU-freq 1001.0
CPU-0 96
CPU-1000 81
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 37
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 74
CPU-10078 7
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
battery-change 0 99/100 4166250
begin 89
total-power 1656
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 327
CPU-sys 70
CPU-usr 6
CPU-freq 1001.0
CPU-0 118
CPU-1000 223
CPU-1001 13
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 197
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 13
CPU-10061 0
CPU-10075 651
CPU-10078 26
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 90
total-power 1627
meminfo 1007496 228484 38216 440660
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 298
CPU-sys 48
CPU-usr 20
CPU-freq 1001.0
CPU-0 85
CPU-1000 199
CPU-1001 7
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 28
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 99
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 14
CPU-10061 0
CPU-10075 601
CPU-10078 21
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
signal 14
begin 91
total-power 1692
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 363
CPU-sys 71
CPU-usr 13
CPU-freq 1001.0
CPU-0 21
CPU-1000 77
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 91
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 577
CPU-10078 14
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 92
total-power 1531
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 202
CPU-sys 46
CPU-usr 1
CPU-freq 1001.0
CPU-0 107
CPU-1000 193
CPU-1001 7
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 21
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 28
CPU-10030 336
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 418
CPU-10078 21
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 93
total-power 1386
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 57
CPU-sys 13
CPU-usr 0
CPU-freq 1001.0
CPU-0 7
CPU-1000 7
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 7
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 177
CPU-10078 7
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 94
total-power 1521
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 192
CPU-sys 44
CPU-usr 1
CPU-freq 1001.0
CPU-0 51
CPU-1000 64
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 38
CPU-10030 12
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 472
CPU-10078 25
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 95
total-power 1576
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 247
CPU-sys 54
CPU-usr 3
CPU-freq 1001.0
CPU-0 57
CPU-1000 108
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 7
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 79
CPU-10030 7
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 522
CPU-10078 14
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
signal 14
begin 96
total-power 1522
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 193
CPU-sys 41
CPU-usr 3
CPU-freq 1001.0
CPU-0 28
CPU-1000 36
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 36
CPU-10030 7
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 463
CPU-10078 21
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 97
total-power 1582
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 253
CPU-sys 46
CPU-usr 12
CPU-freq 1001.0
CPU-0 66
CPU-1000 148
CPU-1001 14
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 29
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 632
CPU-10078 22
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 98
total-power 1394
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 65
CPU-sys 15
CPU-usr 0
CPU-freq 1001.0
CPU-0 14
CPU-1000 21
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 21
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 187
CPU-10078 14
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
battery-change 0 99/100 4161250
begin 99
total-power 1869
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 156
CPU-sys 36
CPU-usr 1
CPU-freq 1001.0
CPU-0 24
CPU-1000 82
CPU-1001 8
CPU-1002 0
CPU-1012 0
CPU-1013 16
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 24
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 16
CPU-10061 0
CPU-10075 315
CPU-10078 24
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 384
Audio-on true
begin 100
total-power 1552
meminfo 1007496 228584 38228 440668
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 223
CPU-sys 51
CPU-usr 1
CPU-freq 1001.0
CPU-0 37
CPU-1000 81
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 37
CPU-1017 0
CPU-1019 0
CPU-1021 22
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 66
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 512
CPU-10078 14
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
signal 14
begin 101
total-power 1530
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 201
CPU-sys 46
CPU-usr 0
CPU-freq 1001.0
CPU-0 36
CPU-1000 50
CPU-1001 7
CPU-1002 0
CPU-1012 0
CPU-1013 7
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 50
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 483
CPU-10078 14
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 102
total-power 1544
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 215
CPU-sys 49
CPU-usr 1
CPU-freq 1001.0
CPU-0 37
CPU-1000 81
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 14
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 52
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 557
CPU-10078 22
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 103
total-power 1580
LCD 900
LCD-brightness 255
LCD-screen-on true
LCD-10075 900
CPU 251
CPU-sys 55
CPU-usr 4
CPU-freq 1001.0
CPU-0 27
CPU-1000 132
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 6
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 104
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 0
CPU-10061 0
CPU-10075 498
CPU-10078 6
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 104
total-power 686
LCD 0
LCD-brightness 255
LCD-screen-on false
CPU 257
CPU-sys 58
CPU-usr 2
CPU-freq 1001.0
CPU-0 129
CPU-1000 402
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 21
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 21
CPU-10061 0
CPU-10075 303
CPU-10078 14
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 105
total-power 495
LCD 0
LCD-brightness 255
LCD-screen-on false
CPU 66
CPU-sys 15
CPU-usr 0
CPU-freq 1001.0
CPU-0 13
CPU-1000 75
CPU-1001 0
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 6
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 41
CPU-10030 0
CPU-10031 0
CPU-10034 0
CPU-10039 0
CPU-10043 0
CPU-10053 61
CPU-10055 0
CPU-10060 96
CPU-10061 0
CPU-10075 48
CPU-10078 6
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 106
total-power 446
LCD 0
LCD-brightness 255
LCD-screen-on false
CPU 17
CPU-sys 4
CPU-usr 1
CPU-freq 1001.0
CPU-0 0
CPU-1000 28
CPU-1001 21
CPU-1002 0
CPU-1012 0
CPU-1013 0
CPU-1017 0
CPU-1019 0
CPU-1021 0
CPU-2000 0
CPU-9996 0
CPU-10002 0
CPU-10007 0
CPU-10009 0
CPU-10011 0
CPU-10013 0
CPU-10014 0
CPU-10020 0
CPU-10022 0
CPU-10025 7
CPU-10030 0
CPU-10031 0
CPU-10034 7
CPU-10039 0
CPU-10043 0
CPU-10053 0
CPU-10055 0
CPU-10060 14
CPU-10061 0
CPU-10075 7
CPU-10078 14
Wifi 0
Wifi-on false
3G 0
3G-on false
GPS 429
GPS-state-times 0.0 0.0 1.0
GPS-sattelites 13
Audio 0
Audio-on false
begin 107
total-power 446
LCD 0
LCD-brightness 255
LCD-screen-on false
CPU 17
CPU-sys 4
CPU-usr 0
CPU-freq 1001.0
CPU-0 6
CPU-1000 27
CPU-1001 6
CPU-1002 0
CPU-1012 0
CPU-1013 0
